sample_id,source_dataset,filename,relative_path,split,t1_path,t2_path,label_path,width,height,channels,mode,category,caption_count,sha256,valid,error_message,original_width,original_height,patch_size,patch_index,patch_x,patch_y,changed_pixel_count,changed_ratio,preprocessing_version,captions_joined
church_99,RSICD,church_99.jpg,raw/rsicd/images/church_99.jpg,val,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/church_99.jpg,,,224,224,3,RGB,church,5,2315722af2fb3d5d7821cb7f494a6f1e474c9abefdf1267d3d1468a3a47a49a8,True,,,,,,,,,,1.0.0,The church is red.; the church has a very large area .; a red church is surrounded by several green trees.; a red church is surrounded by several green trees .; the church is red .
commercial_1,RSICD,commercial_1.jpg,raw/rsicd/images/commercial_1.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_1.jpg,,,224,224,3,RGB,commercial,5,aad833a034fb0606f9b895cd429890d934c5067f10686f56e18672cdc0fc8784,True,,,,,,,,,,1.0.0,five tall buildings in it while with a light brown highway besides .; many short buildings besides the commercial buildings in it .; some sparse plants on either hand of the highway .; a building like poqand a building like plq and a building like p#q in it .; some buildings and green trees are in two sides of a road .
commercial_10,RSICD,commercial_10.jpg,raw/rsicd/images/commercial_10.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_10.jpg,,,224,224,3,RGB,commercial,5,ba12fcfdd1b64be1244dddfe5d800ca739da85a015c4719a357fbc3e7b3b154a,True,,,,,,,,,,1.0.0,a rectangle building with light gray roof in the middle .; a building like pyq in side while with a dark gray highway besides .; many buildings in it while with many moss green plants surrounded .; two gray highway through the residential while with many plants besides .; many buildings are semi-surrounded by a curved road .
commercial_100,RSICD,commercial_100.jpg,raw/rsicd/images/commercial_100.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_100.jpg,,,224,224,3,RGB,commercial,5,2d4b6e83b29102fe62977582ef13f7643b42c900584f7b458bfb25e4acf6120d,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; buildings in the commercial region are very concentrated.; the buildings in the commercial region are very concentrate .; Many buildings are located in a commercial area.; many buildings are in a commercial area .
commercial_101,RSICD,commercial_101.jpg,raw/rsicd/images/commercial_101.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_101.jpg,,,224,224,3,RGB,commercial,5,d6ad5b49ae8fdea19e7c7cd6704c12902917b0c11492d7d1bab86c4f03cae8c8,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_102,RSICD,commercial_102.jpg,raw/rsicd/images/commercial_102.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_102.jpg,,,224,224,3,RGB,commercial,5,98611492118e1bf8a5058f39fc7debfc073b65ec52333f29b0bbdf85cc7800bc,True,,,,,,,,,,1.0.0,"Many buildings are located in a business area.; dense office buildings are located in the lively business district, while they are divided into several blocks by the streets.; dense office buildings are located in the busy business district, while they are divided into several blocks by streets .; Many buildings are located in a business area.; many buildings are in a business area ."
commercial_103,RSICD,commercial_103.jpg,raw/rsicd/images/commercial_103.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_103.jpg,,,224,224,3,RGB,commercial,5,c109a8ffd52359661f173436e29012f8ba62fd36be8affe69e7365ea494736fb,True,,,,,,,,,,1.0.0,"many buildings near a crossroads in a business area.; around the junction, there are several tall buildings with different styles.; around the junction, there are several high-rise buildings with different styles .; many buildings near a crossroads in a business area.; many buildings near a crossroads in a business area ."
commercial_104,RSICD,commercial_104.jpg,raw/rsicd/images/commercial_104.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_104.jpg,,,224,224,3,RGB,commercial,5,7ddf358a99d1258173f1ee9982f72578428cb2ce023fa9008b00c8de7149c860,True,,,,,,,,,,1.0.0,Many buildings are located in a business area.; Here are several well organized blocks that consist of various buildings and factories.; here are several well-organized blocks which is made up of various of buildings and plants .; Many buildings are located in a business area.; many buildings are in a business area .
commercial_105,RSICD,commercial_105.jpg,raw/rsicd/images/commercial_105.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_105.jpg,,,224,224,3,RGB,commercial,5,31750e14f07117481c66048b9d3b9c7c62264744fe553becd50949fdf90d5ddf,True,,,,,,,,,,1.0.0,Many buildings are located in a business area.; the animated area contains a large number of buildings.; the bustling area contains a large number of edifices .; Many buildings are located in a business area.; many buildings are in a business area .
commercial_106,RSICD,commercial_106.jpg,raw/rsicd/images/commercial_106.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_106.jpg,,,224,224,3,RGB,commercial,5,af6eccbf17b8efc2c945bf227c6fb589df3a399305185f3edc79e15f5c98f5db,True,,,,,,,,,,1.0.0,many buildings and a parking lot are in a business area.; What lies in front of a row of large buildings is a square and a semi-arc building.; what stands in front of the a row of tall edifices is a square and a half-arc building .; Many buildings and a parking lot are in a business area.; many buildings and a parking lot are in a business area .
commercial_107,RSICD,commercial_107.jpg,raw/rsicd/images/commercial_107.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_107.jpg,,,224,224,3,RGB,commercial,5,0bb2b21cda5f174e3ada4b751c5c3c0fcc0ec435d78bb1ea4e0dab9b7f384038,True,,,,,,,,,,1.0.0,"Many buildings and a parking lot are located in a commercial area.; next to the street, there are many buildings, integrated with lush plants and parking spaces.; next to the street, there are numerous edifices, integrated with lush plants and parking spaces .; many buildings and a parking lot are located in a commercial area.; many buildings and a parking lot are in a commercial area ."
commercial_108,RSICD,commercial_108.jpg,raw/rsicd/images/commercial_108.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_108.jpg,,,224,224,3,RGB,commercial,5,23a9e8fdd545b6a9a9011fb3285f1cef7470bcadd00804eb28ae1559aa44820b,True,,,,,,,,,,1.0.0,"Many buildings are located in a business area.; two straight roads form this junction, surrounded by many buildings.; two straight roads form this junction, surrounded by numerous edifices .; Many buildings are located in a business area.; many buildings are in a business area ."
commercial_109,RSICD,commercial_109.jpg,raw/rsicd/images/commercial_109.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_109.jpg,,,224,224,3,RGB,commercial,5,c24f459f17a166de420ade25ca558103d6da3ae593b902bc858562a42ea1225e,True,,,,,,,,,,1.0.0,Many buildings and parking lots are located in a commercial area.; the circled building and another rectangular building stand next to the road and they are attractive.; the circle building and another rectangular building stand next to the road and they are eye-catching .; Many buildings and parking lots are located in a commercial area.; many buildings and parking lots are in a commercial area .
commercial_11,RSICD,commercial_11.jpg,raw/rsicd/images/commercial_11.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_11.jpg,,,224,224,3,RGB,commercial,5,e090fce41acba4842deb5a33adf5d23e9eb403b5518a4daf48696bdc2ca92aed,True,,,,,,,,,,1.0.0,"many buildings are around a frequented crossroads.; The cbd district consists of many office buildings, shopping centres, wide roads and vehicles.; the cbd district is made up of many office buildings, shopping malls,wide roads and vehicles .; Many buildings are around a crowded crossroads.; many buildings are around a busy crossroads ."
commercial_110,RSICD,commercial_110.jpg,raw/rsicd/images/commercial_110.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_110.jpg,,,224,224,3,RGB,commercial,5,b56db066378d7f65f9540ee9cc081ddf7e18ec5d1d20c4043450cbe4e615a4ef,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; the houses of the commercial region are very close.; the houses of the commercial region are very close .; Many buildings are located in a commercial area.; many buildings are in a commercial area .
commercial_111,RSICD,commercial_111.jpg,raw/rsicd/images/commercial_111.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_111.jpg,,,224,224,3,RGB,commercial,5,88252f7cbccb7a73b29347977ee2e53a99fd991da70bd3a00fc586c0fa02e34b,True,,,,,,,,,,1.0.0,three tall buildings with white roof in the middle .; three dark gray highway through the building area .; many buildings divide into six section by three dark gray highway .; six section buildings in it while surrounded by three long highway .; many buildings are in a business area .
commercial_112,RSICD,commercial_112.jpg,raw/rsicd/images/commercial_112.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_112.jpg,,,224,224,3,RGB,commercial,5,c25eb53c5f2e4ca70bc0fdac245707698418cc41c1bc3ff505fb5469e347c650,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; the buildings of the commercial region are removed.; the buildings in the commercial region are tided .; Many buildings are located in a commercial area.; many buildings are in a commercial area .
commercial_113,RSICD,commercial_113.jpg,raw/rsicd/images/commercial_113.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_113.jpg,,,224,224,3,RGB,commercial,5,b35bb05753cd1aaa5efc8deaf498fcbe5d90d7d4f14b87d43248e22e99713137,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; the viaduct crosses the free space between the rows of dense buildings.; the viaduct passes through the open space between rows of dense buildings .; Many buildings are located in a commercial area.; many buildings are in a commercial area .
commercial_114,RSICD,commercial_114.jpg,raw/rsicd/images/commercial_114.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_114.jpg,,,224,224,3,RGB,commercial,5,6c7ce67d514c63ad6af62d86376aa950e2b89914023d77678c1d7603598665c9,True,,,,,,,,,,1.0.0,a long straight dark gray highway through the buildings in it .; many gray buildings and a little sparse plants in it .; some little dark gray road through the commercial building area in it .; a short building like pxq in side while with a long straight road besides .; many buildings are in a business area .
commercial_115,RSICD,commercial_115.jpg,raw/rsicd/images/commercial_115.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_115.jpg,,,224,224,3,RGB,commercial,5,182158050505d6b223e85246a4ed5e57f50103125c0c7278256ea2f504d6e65f,True,,,,,,,,,,1.0.0,"Many buildings are located in a commercial area.; The grey and brown buildings are exceptional, surrounded by other buildings.; the grey and brown edifices are outstanding, surrounded by other buildings .; Many buildings are located in a commercial area.; many buildings are in a commercial area ."
commercial_116,RSICD,commercial_116.jpg,raw/rsicd/images/commercial_116.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_116.jpg,,,224,224,3,RGB,commercial,5,4dea56695b0e1d09b180f149ea59cef7f58790bfb6af101416011bcfc27b2c6c,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_117,RSICD,commercial_117.jpg,raw/rsicd/images/commercial_117.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_117.jpg,,,224,224,3,RGB,commercial,5,4a359c4f9c0b7f730680aa04637ee29da74f5f23fccf0c206c1aaff0fd0f72c1,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_118,RSICD,commercial_118.jpg,raw/rsicd/images/commercial_118.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_118.jpg,,,224,224,3,RGB,commercial,5,6cc933b34ca197174ad4d6a4cbd69b07531170b1d6c6acc97a3dc1ef958df5ac,True,,,,,,,,,,1.0.0,Many buildings and parking lots are located in a commercial area.; Many buildings and parking lots are located in a commercial area.; Many buildings and parking lots are located in a commercial area.; many buildings and parking lots are in a commercial area.; many buildings and parking lots are in a commercial area .
commercial_119,RSICD,commercial_119.jpg,raw/rsicd/images/commercial_119.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_119.jpg,,,224,224,3,RGB,commercial,5,38b4fd83046e553356856f46161d5ff68603b998c31fdd5b7fb0c03841965317,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_12,RSICD,commercial_12.jpg,raw/rsicd/images/commercial_12.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_12.jpg,,,224,224,3,RGB,commercial,5,c20ba67aeb3af826993619d7b36035ee6aa8b79b16887439cf7b4a031306d928,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; many cars driving on the road next to the commercial area.; many cars driving on the road beside the region of commercial .; Many buildings are located in a commercial area.; many buildings are in a commercial area .
commercial_120,RSICD,commercial_120.jpg,raw/rsicd/images/commercial_120.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_120.jpg,,,224,224,3,RGB,commercial,5,a0fe5ff4b2d77563bae8b30e525611fa376ab3a78059e2aa3ae8911d62b69ed8,True,,,,,,,,,,1.0.0,six tall buildings on either hand of the road in it .; a t_junction in it while with many buildings in side .; some commercial buildings with dark gray roof while with many moss green plants besides .; two short buildings with pink roof in side and a short building with white roof on the other side .; many buildings and green trees are in a business area .
commercial_121,RSICD,commercial_121.jpg,raw/rsicd/images/commercial_121.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_121.jpg,,,224,224,3,RGB,commercial,5,c81ce16937ae6d4f1eeec4b835eb2679b0e98c6829c9af41ed62a90330f7777e,True,,,,,,,,,,1.0.0,Many ordered buildings are located in a business area.; the business district is divided into pieces by the streets and each room has dense buildings.; the business district is divided into pieces by streets and each piece has dense buildings .; Many neat buildings are located in a business area.; many orderly buildings are in a business area .
commercial_122,RSICD,commercial_122.jpg,raw/rsicd/images/commercial_122.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_122.jpg,,,224,224,3,RGB,commercial,5,5bf29fab9b744162ceb19b56930f881dc0ac8b960e832716c7fc26afa28349d4,True,,,,,,,,,,1.0.0,seven tall buildings with some dark green plants besides .; four tall buildings like p+q on other hand of the highway in it .; a tall building like ptq in side while with dark white roof in it .; a dark gray highway through the commercial buildings in it .; some large buildings and green trees in a business area .
commercial_123,RSICD,commercial_123.jpg,raw/rsicd/images/commercial_123.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_123.jpg,,,224,224,3,RGB,commercial,5,1d188111f24720281b85cec6bad061f1d5389a375160444570b4da27989c6a38,True,,,,,,,,,,1.0.0,Many buildings are located in a business area.; The prosperous area contains many distillery buildings and bustling streets.; the prosperous area contains many distictive buildings and bustling streets .; Many buildings are located in a business area.; many buildings are in a business area .
commercial_124,RSICD,commercial_124.jpg,raw/rsicd/images/commercial_124.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_124.jpg,,,224,224,3,RGB,commercial,5,6325aa20ae9c7bdde067818105374ac6ecbf2be8323481febe0d6b2c4519f70a,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_125,RSICD,commercial_125.jpg,raw/rsicd/images/commercial_125.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_125.jpg,,,224,224,3,RGB,commercial,5,914ac2956ff9ac32c1ed48ecc6b75d4643a5b44ebe2426913930a2a1900c34df,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_126,RSICD,commercial_126.jpg,raw/rsicd/images/commercial_126.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_126.jpg,,,224,224,3,RGB,commercial,5,b137b3563ea6198d0afda0d2baa4979884a9e1d1bd5a01722c3684da441bff30,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; there are many different buildings in the commercial region.; there are many different buildings in the commercial region .; Many buildings are located in a commercial area.; many buildings are in a commercial area .
commercial_127,RSICD,commercial_127.jpg,raw/rsicd/images/commercial_127.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_127.jpg,,,224,224,3,RGB,commercial,5,46780330515a8302b809f31c566dc9565b09616bceb9f9c3f19aeab4adf67606,True,,,,,,,,,,1.0.0,Many buildings are located in a business area.; Many buildings are located in a business area.; Many buildings are located in a business area.; Many buildings are in a business area.; many buildings are in a business area .
commercial_128,RSICD,commercial_128.jpg,raw/rsicd/images/commercial_128.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_128.jpg,,,224,224,3,RGB,commercial,5,d2d8a035e59be97b974d7daf462ba11a3827d8d4eea05f803c3a2b8c07133a30,True,,,,,,,,,,1.0.0,a t_junction in the middle while with many buildings on the either hand .; some buildings with light blue roof while with a highway across .; many compact buildings on the either hand of the road in it .; a dark gray highway through the commercial buildings in it .; many buildings near a crossroads are in a business area .
commercial_129,RSICD,commercial_129.jpg,raw/rsicd/images/commercial_129.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_129.jpg,,,224,224,3,RGB,commercial,5,71f6c216eea48b9cc470466d2c5a494c4cebade1037a044257956937d1e192a9,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; There are many black houses in the commercial regions.; there are many black houses in the commercial regions .; Many buildings are located in a commercial area.; many buildings are in a commercial area .
commercial_13,RSICD,commercial_13.jpg,raw/rsicd/images/commercial_13.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_13.jpg,,,224,224,3,RGB,commercial,5,7c82d65afbaced99931bc32fa145786e52bee85b66b2f098908f7eaccaf78502,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_130,RSICD,commercial_130.jpg,raw/rsicd/images/commercial_130.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_130.jpg,,,224,224,3,RGB,commercial,5,a398eb522b03fc5688bbd35f0ad6c6e8df552875db4f3e4b692d4bff3e22b453,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_131,RSICD,commercial_131.jpg,raw/rsicd/images/commercial_131.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_131.jpg,,,224,224,3,RGB,commercial,5,77c506baf00d73c7ae75ff08d5cb06d588ddf87f93ffaebe5673b7d27c1f23c7,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_132,RSICD,commercial_132.jpg,raw/rsicd/images/commercial_132.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_132.jpg,,,224,224,3,RGB,commercial,5,0e48a0fdeec64dc2b114e722cc6ddf0027334cf8b6cfaf408531790d353c1277,True,,,,,,,,,,1.0.0,several large buildings are located in a commercial area.; several tall buildings are located in a commercial area.; several tall buildings are located in a commercial area.; several tall buildings are in a commercial area.; several tall buildings are in a commercial area .
commercial_133,RSICD,commercial_133.jpg,raw/rsicd/images/commercial_133.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_133.jpg,,,224,224,3,RGB,commercial,5,ade805e1d682ebb8c8b12c919c9f238ca2469d2cd08c45c26801b47c9b45bced,True,,,,,,,,,,1.0.0,Many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are in a commercial area.; many buildings and some green trees are in a commercial area .
commercial_134,RSICD,commercial_134.jpg,raw/rsicd/images/commercial_134.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_134.jpg,,,224,224,3,RGB,commercial,5,816e9291f05a2ec4a0c4b892ed7ca525f5e98c223069c018fd0fe960274ccff6,True,,,,,,,,,,1.0.0,Many large buildings are located in a commercial area.; Many tall buildings are located in a commercial area.; Many tall buildings are located in a commercial area.; Many tall buildings are in a commercial area.; many tall buildings are in a commercial area .
commercial_135,RSICD,commercial_135.jpg,raw/rsicd/images/commercial_135.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_135.jpg,,,224,224,3,RGB,commercial,5,f92e73b25ae13e94cbd0fa2e1349cb8f4c092caf45f1641c03f7a0049058c947,True,,,,,,,,,,1.0.0,Many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are in a commercial area.; many buildings and some green trees are in a commercial area .
commercial_136,RSICD,commercial_136.jpg,raw/rsicd/images/commercial_136.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_136.jpg,,,224,224,3,RGB,commercial,5,68e069430058f334a48525a46bc405f86c47c213faec5813c9fc33a52ad44c9d,True,,,,,,,,,,1.0.0,Many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are in a commercial area.; many buildings and some green trees are in a commercial area .
commercial_137,RSICD,commercial_137.jpg,raw/rsicd/images/commercial_137.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_137.jpg,,,224,224,3,RGB,commercial,5,5bfb974fa4c6cbdc2663e242c7b3751fc7a7949c934e170c6df2298650664a78,True,,,,,,,,,,1.0.0,Many large buildings and some green trees are located in a commercial area.; many tall buildings and some green trees are located in a commercial area.; Many tall buildings and some green trees are located in a commercial area.; many tall buildings and some green trees are in a commercial area.; many tall buildings and some green trees are in a commercial area .
commercial_138,RSICD,commercial_138.jpg,raw/rsicd/images/commercial_138.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_138.jpg,,,224,224,3,RGB,commercial,5,c7f10f00ded8dab58ef5dac66b364bff3783c1a523c54485f2c2c36a82ce4f1a,True,,,,,,,,,,1.0.0,Many large buildings and some green trees are located in a commercial area.; many tall buildings and some green trees are located in a commercial area.; Many tall buildings and some green trees are located in a commercial area.; many tall buildings and some green trees are in a commercial area.; many tall buildings and some green trees are in a commercial area .
commercial_139,RSICD,commercial_139.jpg,raw/rsicd/images/commercial_139.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_139.jpg,,,224,224,3,RGB,commercial,5,6729d7cef3360d3b669533b37c11f22a514f9b0cc9d870eb592dac86b8df4f2f,True,,,,,,,,,,1.0.0,Many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are in a commercial area.; many buildings and some green trees are in a commercial area .
commercial_14,RSICD,commercial_14.jpg,raw/rsicd/images/commercial_14.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_14.jpg,,,224,224,3,RGB,commercial,5,0a34b13cedc7e4a0ec391d8fe1b1fe55eefad9bd8e8e01115b0a2dd7cd22ad8b,True,,,,,,,,,,1.0.0,Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are located in a commercial area.; Many buildings are in a commercial area.; many buildings are in a commercial area .
commercial_140,RSICD,commercial_140.jpg,raw/rsicd/images/commercial_140.jpg,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/rsicd/images/commercial_140.jpg,,,224,224,3,RGB,commercial,5,29b719a9320ce07062acde4ccc34571f752e74fa03d4175b97e70a15d3b7e9ec,True,,,,,,,,,,1.0.0,Many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are located in a commercial area.; many buildings and some green trees are in a commercial area.; many buildings and some green trees are in a commercial area .
